document_id	sentence	named entity mention 	named entity QID	named entity type	property	property value QID	in_web	in_corpus	Verified	Source
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Miss Orton	NIL	person	given name	NIL	no	yes	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Miss Orton	NIL	person	sex or gender	Q6581072	no	yes	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Miss Orton	NIL	person	country of citizenship	Q145	no	yes	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Miss Orton	NIL	person	occupation	Q177220, Q1371914	no	yes	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Miss Orton	NIL	person	date of birth	NIL	no	yes	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Miss Wale	NIL	person	given name	NIL	no	no	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Miss Wale	NIL	person	sex or gender	Q6581072	no	yes	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Miss Wale	NIL	person	country of citizenship	Q145	no	yes	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Miss Wale	NIL	person	occupation	Q177220	no	yes	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Miss Wale	NIL	person	date of birth	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	They are all tinctured with a certain degree of elegance and expressiveness, particularly these by Mr. Clifton, Mr. Crouch, Mr. Eavestaff, and Mr. Banister.	Mr. Banister	NIL	person	given name	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	They are all tinctured with a certain degree of elegance and expressiveness, particularly these by Mr. Clifton, Mr. Crouch, Mr. Eavestaff, and Mr. Banister.	Mr. Banister	NIL	person	sex or gender	Q6581097	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	They are all tinctured with a certain degree of elegance and expressiveness, particularly these by Mr. Clifton, Mr. Crouch, Mr. Eavestaff, and Mr. Banister.	Mr. Banister	NIL	person	country of citizenship	NIL				
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	They are all tinctured with a certain degree of elegance and expressiveness, particularly these by Mr. Clifton, Mr. Crouch, Mr. Eavestaff, and Mr. Banister.	Mr. Banister	NIL	person	occupation	Q36834, Q639669	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	They are all tinctured with a certain degree of elegance and expressiveness, particularly these by Mr. Clifton, Mr. Crouch, Mr. Eavestaff, and Mr. Banister.	Mr. Banister	NIL	person	date of birth	NIL				
TheMusicalTimes__1875-388.txt_2158	The whole of the performance reflected great credit upon all concerned, and especially upon the organist, Mr. J. Barratt, and the conductor, Mr. Barraclough.	Mr. Barraclough	NIL	person	given name	Q1778168	yes	no	yes	https://petersenvoicestudio.com/2014/06/21/the-importance-of-diagnosis-in-voice-training/
TheMusicalTimes__1875-388.txt_2158	The whole of the performance reflected great credit upon all concerned, and especially upon the organist, Mr. J. Barratt, and the conductor, Mr. Barraclough.	Mr. Barraclough	NIL	person	sex or gender	Q6581097	yes	yes	yes	https://petersenvoicestudio.com/2014/06/21/the-importance-of-diagnosis-in-voice-training/
TheMusicalTimes__1875-388.txt_2158	The whole of the performance reflected great credit upon all concerned, and especially upon the organist, Mr. J. Barratt, and the conductor, Mr. Barraclough.	Mr. Barraclough	NIL	person	country of citizenship	Q145	yes	yes	yes	https://petersenvoicestudio.com/2014/06/21/the-importance-of-diagnosis-in-voice-training/
TheMusicalTimes__1875-388.txt_2158	The whole of the performance reflected great credit upon all concerned, and especially upon the organist, Mr. J. Barratt, and the conductor, Mr. Barraclough.	Mr. Barraclough	NIL	person	occupation	Q158852, Q36180	yes	yes	yes	https://petersenvoicestudio.com/2014/06/21/the-importance-of-diagnosis-in-voice-training/
TheMusicalTimes__1875-388.txt_2158	The whole of the performance reflected great credit upon all concerned, and especially upon the organist, Mr. J. Barratt, and the conductor, Mr. Barraclough.	Mr. Barraclough	NIL	person	date of birth	NIL				https://petersenvoicestudio.com/2014/06/21/the-importance-of-diagnosis-in-voice-training/
TheMusicalTimes__1875-388.txt_2060	a concert was given at Brooke House by the choir of that establishment, assisted by members of the choir of St. Matthew’s Church, under the direction of Mr. Batchelor, the singing master at Brooke House.	Mr. Batchelor	NIL	person	given name	NIL				
TheMusicalTimes__1875-388.txt_2060	a concert was given at Brooke House by the choir of that establishment, assisted by members of the choir of St. Matthew’s Church, under the direction of Mr. Batchelor, the singing master at Brooke House.	Mr. Batchelor	NIL	person	sex or gender	Q6581097				
TheMusicalTimes__1875-388.txt_2060	a concert was given at Brooke House by the choir of that establishment, assisted by members of the choir of St. Matthew’s Church, under the direction of Mr. Batchelor, the singing master at Brooke House.	Mr. Batchelor	NIL	person	country of citizenship	Q145				
TheMusicalTimes__1875-388.txt_2060	a concert was given at Brooke House by the choir of that establishment, assisted by members of the choir of St. Matthew’s Church, under the direction of Mr. Batchelor, the singing master at Brooke House.	Mr. Batchelor	NIL	person	occupation	Q2962003, Q177220, Q12374149, Q974144, Q228422, Q765778				
TheMusicalTimes__1875-388.txt_2060	a concert was given at Brooke House by the choir of that establishment, assisted by members of the choir of St. Matthew’s Church, under the direction of Mr. Batchelor, the singing master at Brooke House.	Mr. Batchelor	NIL	person	date of birth	NIL	no	no	no	
Dwight's Journal of Music_1857-001_ms_4	We had a lovely Quartet, in G, by Mozart, and Beethoven's Quintet in C, for stringed, instruments, In which Mr. Burxe played the first ‘violin, with his usual sweetness.	Mr. Burxe	NIL	person	given name	NIL	no	no	yes	
Dwight's Journal of Music_1857-001_ms_4	We had a lovely Quartet, in G, by Mozart, and Beethoven's Quintet in C, for stringed, instruments, In which Mr. Burxe played the first ‘violin, with his usual sweetness.	Mr. Burxe	NIL	person	sex or gender	Q6581097	no	yes	yes	
Dwight's Journal of Music_1857-001_ms_4	We had a lovely Quartet, in G, by Mozart, and Beethoven's Quintet in C, for stringed, instruments, In which Mr. Burxe played the first ‘violin, with his usual sweetness.	Mr. Burxe	NIL	person	country of citizenship	NIL	no	no	yes	
Dwight's Journal of Music_1857-001_ms_4	We had a lovely Quartet, in G, by Mozart, and Beethoven's Quintet in C, for stringed, instruments, In which Mr. Burxe played the first ‘violin, with his usual sweetness.	Mr. Burxe	NIL	person	occupation	Q1259917, Q639669	no	yes	yes	
Dwight's Journal of Music_1857-001_ms_4	We had a lovely Quartet, in G, by Mozart, and Beethoven's Quintet in C, for stringed, instruments, In which Mr. Burxe played the first ‘violin, with his usual sweetness.	Mr. Burxe	NIL	person	date of birth	NIL	no	no	yes	
TheMusicalTimes__1876-397.txt_2395	the direction of Mr. Carmichael, on Thursday evening, January 27th, in aid of the Building Fund for The Soloists were Miss Madeline Roe, Miss Marie Ternan,	Mr. Carmichael	NIL	person	given name	NIL	no	no	yes	
TheMusicalTimes__1876-397.txt_2395	the direction of Mr. Carmichael, on Thursday evening, January 27th, in aid of the Building Fund for The Soloists were Miss Madeline Roe, Miss Marie Ternan,	Mr. Carmichael	NIL	person	sex or gender	Q6581097	no	yes	yes	
TheMusicalTimes__1876-397.txt_2395	the direction of Mr. Carmichael, on Thursday evening, January 27th, in aid of the Building Fund for The Soloists were Miss Madeline Roe, Miss Marie Ternan,	Mr. Carmichael	NIL	person	country of citizenship	Q145	no	yes	yes	
TheMusicalTimes__1876-397.txt_2395	the direction of Mr. Carmichael, on Thursday evening, January 27th, in aid of the Building Fund for The Soloists were Miss Madeline Roe, Miss Marie Ternan,	Mr. Carmichael	NIL	person	occupation	Q158852, Q1198887	no	yes	yes	
TheMusicalTimes__1876-397.txt_2395	the direction of Mr. Carmichael, on Thursday evening, January 27th, in aid of the Building Fund for The Soloists were Miss Madeline Roe, Miss Marie Ternan,	Mr. Carmichael	NIL	person	date of birth	NIL	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	They are all tinctured with a certain degree of elegance and expressiveness, particularly these by Mr. Clifton, Mr. Crouch, Mr. Eavestaff, and Mr. Banister.	Mr. Eavestaff	NIL	person	given name	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	They are all tinctured with a certain degree of elegance and expressiveness, particularly these by Mr. Clifton, Mr. Crouch, Mr. Eavestaff, and Mr. Banister.	Mr. Eavestaff	NIL	person	sex or gender	Q6581097	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	They are all tinctured with a certain degree of elegance and expressiveness, particularly these by Mr. Clifton, Mr. Crouch, Mr. Eavestaff, and Mr. Banister.	Mr. Eavestaff	NIL	person	country of citizenship	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	They are all tinctured with a certain degree of elegance and expressiveness, particularly these by Mr. Clifton, Mr. Crouch, Mr. Eavestaff, and Mr. Banister.	Mr. Eavestaff	NIL	person	occupation	Q36834, Q639669, Q753110, Q37226	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_3659	They are all tinctured with a certain degree of elegance and expressiveness, particularly these by Mr. Clifton, Mr. Crouch, Mr. Eavestaff, and Mr. Banister.	Mr. Eavestaff	NIL	person	date of birth	NIL	no	no	yes	
TheMusicalTimes__1875-388.txt_1689	This will be the eighth season of this Society, whick is under the conductorship of Mr. F. N. Lohr.	Mr. F. N. Lohr	NIL	person	given name	Q16275883	yes	yes	yes	https://adp.library.ucsb.edu/index.php/mastertalent/detail/111475/Lhr_Frederic_N
TheMusicalTimes__1875-388.txt_1689	This will be the eighth season of this Society, whick is under the conductorship of Mr. F. N. Lohr.	Mr. F. N. Lohr	NIL	person	sex or gender	Q6581097	yes	yes	yes	https://adp.library.ucsb.edu/index.php/mastertalent/detail/111475/Lhr_Frederic_N
TheMusicalTimes__1875-388.txt_1689	This will be the eighth season of this Society, whick is under the conductorship of Mr. F. N. Lohr.	Mr. F. N. Lohr	NIL	person	country of citizenship	NIL	yes	no	yes	https://adp.library.ucsb.edu/index.php/mastertalent/detail/111475/Lhr_Frederic_N
TheMusicalTimes__1875-388.txt_1689	This will be the eighth season of this Society, whick is under the conductorship of Mr. F. N. Lohr.	Mr. F. N. Lohr	NIL	person	occupation	Q158852, Q36834, Q486748				https://id.loc.gov/authorities/names/no99074630.html
TheMusicalTimes__1875-388.txt_1689	This will be the eighth season of this Society, whick is under the conductorship of Mr. F. N. Lohr.	Mr. F. N. Lohr	NIL	person	date of birth	1844	no	yes	yes	https://adp.library.ucsb.edu/index.php/mastertalent/detail/111475/Lhr_Frederic_N
TheHarmonicon__1824-016.txt_1401	Tuts is the first new work by Mr. Griffin that has come under our view since we entered upon our critical office.	Mr. Griffin	NIL	person	given name	NIL	no	no	yes	
TheHarmonicon__1824-016.txt_1401	Tuts is the first new work by Mr. Griffin that has come under our view since we entered upon our critical office.	Mr. Griffin	NIL	person	sex or gender	NIL	no	no	yes	
TheHarmonicon__1824-016.txt_1401	Tuts is the first new work by Mr. Griffin that has come under our view since we entered upon our critical office.	Mr. Griffin	NIL	person	country of citizenship	Q145				
TheHarmonicon__1824-016.txt_1401	Tuts is the first new work by Mr. Griffin that has come under our view since we entered upon our critical office.	Mr. Griffin	NIL	person	occupation	Q36834				
TheHarmonicon__1824-016.txt_1401	Tuts is the first new work by Mr. Griffin that has come under our view since we entered upon our critical office.	Mr. Griffin	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Mr. Horniblow	NIL	person	given name	NIL	no	no	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Mr. Horniblow	NIL	person	sex or gender	Q6581097	no	yes	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Mr. Horniblow	NIL	person	country of citizenship	Q145	no	yes	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Mr. Horniblow	NIL	person	occupation	Q158852, Q177220, Q765778	no	yes	yes	
TheMusicalTimes__1876-397.txt_2275	the solo parts being sung by Miss Orton, Miss Wale, and Mr. Horniblow.	Mr. Horniblow	NIL	person	date of birth	NIL	no	no	yes	
TheMusicalTimes__1875-388.txt_2158	The whole of the performance reflected great credit upon all concerned, and especially upon the organist, Mr. J. Barratt, and the conductor, Mr. Barraclough.	Mr. J. Barratt	NIL	person	given name	NIL	no	no	yes	
TheMusicalTimes__1875-388.txt_2158	The whole of the performance reflected great credit upon all concerned, and especially upon the organist, Mr. J. Barratt, and the conductor, Mr. Barraclough.	Mr. J. Barratt	NIL	person	sex or gender	Q6581097	no	yes	yes	
TheMusicalTimes__1875-388.txt_2158	The whole of the performance reflected great credit upon all concerned, and especially upon the organist, Mr. J. Barratt, and the conductor, Mr. Barraclough.	Mr. J. Barratt	NIL	person	country of citizenship	Q145	no	yes	yes	
TheMusicalTimes__1875-388.txt_2158	The whole of the performance reflected great credit upon all concerned, and especially upon the organist, Mr. J. Barratt, and the conductor, Mr. Barraclough.	Mr. J. Barratt	NIL	person	occupation	Q765778	no	yes	yes	
TheMusicalTimes__1875-388.txt_2158	The whole of the performance reflected great credit upon all concerned, and especially upon the organist, Mr. J. Barratt, and the conductor, Mr. Barraclough.	Mr. J. Barratt	NIL	person	date of birth	NIL	no	no	yes	
The_Musical_Times_ms_1896-635_1_	another equally good Concert was given by the Gateshead Choral Society, in the Town Hall, Newcastle, on the 17th ult., when Handel's ‘Israel in Egypt”? was performed, under the direction of Mr. J. M. Preston.	Mr. J. M. Preston	NIL	person	given name	NIL	yes	yes	yes	
The_Musical_Times_ms_1896-635_1_	another equally good Concert was given by the Gateshead Choral Society, in the Town Hall, Newcastle, on the 17th ult., when Handel's ‘Israel in Egypt”? was performed, under the direction of Mr. J. M. Preston.	Mr. J. M. Preston	NIL	person	sex or gender	Q6581097	yes	yes	yes	
The_Musical_Times_ms_1896-635_1_	another equally good Concert was given by the Gateshead Choral Society, in the Town Hall, Newcastle, on the 17th ult., when Handel's ‘Israel in Egypt”? was performed, under the direction of Mr. J. M. Preston.	Mr. J. M. Preston	NIL	person	country of citizenship	Q145	yes	yes	yes	
The_Musical_Times_ms_1896-635_1_	another equally good Concert was given by the Gateshead Choral Society, in the Town Hall, Newcastle, on the 17th ult., when Handel's ‘Israel in Egypt”? was performed, under the direction of Mr. J. M. Preston.	Mr. J. M. Preston	NIL	person	occupation	Q1076502, Q1198887, Q1076502, Q765778	yes	yes	yes	
The_Musical_Times_ms_1896-635_1_	another equally good Concert was given by the Gateshead Choral Society, in the Town Hall, Newcastle, on the 17th ult., when Handel's ‘Israel in Egypt”? was performed, under the direction of Mr. J. M. Preston.	Mr. J. M. Preston	NIL	person	date of birth	NIL	no	no	yes	
The_Musical_Times_ms_1905-754_7_	At Ann’s Road Church, Heeley, Sterndale Bennett’s ‘May Queen’ formed one of a series of admirable services: and concerts, and Oxford Street Chapel, another suburban centre of musical activity, was the /oca / e of a particularly good all - round performance of ‘The Creation’ under Mr. Joseph Kaye.	Mr. Joseph Kaye	NIL	person	given name	Q471788	no	yes	yes	Corpus
The_Musical_Times_ms_1905-754_7_	At Ann’s Road Church, Heeley, Sterndale Bennett’s ‘May Queen’ formed one of a series of admirable services: and concerts, and Oxford Street Chapel, another suburban centre of musical activity, was the /oca / e of a particularly good all - round performance of ‘The Creation’ under Mr. Joseph Kaye.	Mr. Joseph Kaye	NIL	person	sex or gender	Q6581097	no	yes	yes	Corpus
The_Musical_Times_ms_1905-754_7_	At Ann’s Road Church, Heeley, Sterndale Bennett’s ‘May Queen’ formed one of a series of admirable services: and concerts, and Oxford Street Chapel, another suburban centre of musical activity, was the /oca / e of a particularly good all - round performance of ‘The Creation’ under Mr. Joseph Kaye.	Mr. Joseph Kaye	NIL	person	country of citizenship	Q145	no	yes	yes	Corpus
The_Musical_Times_ms_1905-754_7_	At Ann’s Road Church, Heeley, Sterndale Bennett’s ‘May Queen’ formed one of a series of admirable services: and concerts, and Oxford Street Chapel, another suburban centre of musical activity, was the /oca / e of a particularly good all - round performance of ‘The Creation’ under Mr. Joseph Kaye.	Mr. Joseph Kaye	NIL	person	occupation	Q158852	no	yes	yes	Corpus
The_Musical_Times_ms_1905-754_7_	At Ann’s Road Church, Heeley, Sterndale Bennett’s ‘May Queen’ formed one of a series of admirable services: and concerts, and Oxford Street Chapel, another suburban centre of musical activity, was the /oca / e of a particularly good all - round performance of ‘The Creation’ under Mr. Joseph Kaye.	Mr. Joseph Kaye	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-397.txt_2289	, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.	Mr. Joseph Skeaf	NIL	person	given name	Q471788	no	yes	yes	
TheMusicalTimes__1876-397.txt_2289	, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.	Mr. Joseph Skeaf	NIL	person	sex or gender	Q6581097				
TheMusicalTimes__1876-397.txt_2289	, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.	Mr. Joseph Skeaf	NIL	person	country of citizenship	Q145				
TheMusicalTimes__1876-397.txt_2289	, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.	Mr. Joseph Skeaf	NIL	person	occupation	Q1255921, Q140686				
TheMusicalTimes__1876-397.txt_2289	, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.	Mr. Joseph Skeaf	NIL	person	date of birth	NIL	no	no	yes	
The_Musical_World_ms_1855-025_4_	When Meyerbeer was last in England (in 1832), he came to preside over the rehearsals of his Robert le Diable, on the occasion of that celebrated opera being produced, by Mr. Monck Mason, at Her Majesty’s Theatre.	Mr. Monck Mason	NIL	person	given name	NIL				https://www.wikidata.org/wiki/Q7792512
The_Musical_World_ms_1855-025_4_	When Meyerbeer was last in England (in 1832), he came to preside over the rehearsals of his Robert le Diable, on the occasion of that celebrated opera being produced, by Mr. Monck Mason, at Her Majesty’s Theatre.	Mr. Monck Mason	NIL	person	sex or gender	Q6581097				https://www.wikidata.org/wiki/Q7792512
The_Musical_World_ms_1855-025_4_	When Meyerbeer was last in England (in 1832), he came to preside over the rehearsals of his Robert le Diable, on the occasion of that celebrated opera being produced, by Mr. Monck Mason, at Her Majesty’s Theatre.	Mr. Monck Mason	NIL	person	country of citizenship	Q27				https://www.wikidata.org/wiki/Q7792512
The_Musical_World_ms_1855-025_4_	When Meyerbeer was last in England (in 1832), he came to preside over the rehearsals of his Robert le Diable, on the occasion of that celebrated opera being produced, by Mr. Monck Mason, at Her Majesty’s Theatre.	Mr. Monck Mason	NIL	person	occupation	Q943995, Q1776724, Q1139358, Q3455803				https://www.wikidata.org/wiki/Q7792512
The_Musical_World_ms_1855-025_4_	When Meyerbeer was last in England (in 1832), he came to preside over the rehearsals of his Robert le Diable, on the occasion of that celebrated opera being produced, by Mr. Monck Mason, at Her Majesty’s Theatre.	Mr. Monck Mason	NIL	person	date of birth	NIL				https://www.wikidata.org/wiki/Q7792512
the_Musical_Times_ms_1895-634_2_	A very worthy local organisation, the Amateur Orchestral Society, under the able direction of Mr. Ralph Horner, is Schumann’s “Advent Hymn.” again in full activity, rehearsing for its Concert to take place this month.	Mr. Ralph Horner	NIL	person	given name	Q18156180	yes	yes	yes	https://www.thecanadianencyclopedia.ca/en/article/ralph-horner-emc
the_Musical_Times_ms_1895-634_2_	A very worthy local organisation, the Amateur Orchestral Society, under the able direction of Mr. Ralph Horner, is Schumann’s “Advent Hymn.” again in full activity, rehearsing for its Concert to take place this month.	Mr. Ralph Horner	NIL	person	sex or gender	Q6581097	yes	yes	yes	https://www.thecanadianencyclopedia.ca/en/article/ralph-horner-emc
the_Musical_Times_ms_1895-634_2_	A very worthy local organisation, the Amateur Orchestral Society, under the able direction of Mr. Ralph Horner, is Schumann’s “Advent Hymn.” again in full activity, rehearsing for its Concert to take place this month.	Mr. Ralph Horner	NIL	person	country of citizenship	Q145	yes	yes	yes	https://www.thecanadianencyclopedia.ca/en/article/ralph-horner-emc
the_Musical_Times_ms_1895-634_2_	A very worthy local organisation, the Amateur Orchestral Society, under the able direction of Mr. Ralph Horner, is Schumann’s “Advent Hymn.” again in full activity, rehearsing for its Concert to take place this month.	Mr. Ralph Horner	NIL	person	occupation	Q158852,Q3455803,Q1198887,Q36834	yes	yes	yes	https://www.thecanadianencyclopedia.ca/en/article/ralph-horner-emc
the_Musical_Times_ms_1895-634_2_	A very worthy local organisation, the Amateur Orchestral Society, under the able direction of Mr. Ralph Horner, is Schumann’s “Advent Hymn.” again in full activity, rehearsing for its Concert to take place this month.	Mr. Ralph Horner	NIL	person	date of birth	1848	yes	no	yes	https://www.thecanadianencyclopedia.ca/en/article/ralph-horner-emc
TheMusicalTimes__1876-397.txt_2289	, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.	Mr. T. Armstrong	NIL	person	given name	NIL				https://www.myprimitivemethodists.org.uk/content/people-2/lay-people/surnames-beginning-with-a/thomas_armstrong
TheMusicalTimes__1876-397.txt_2289	, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.	Mr. T. Armstrong	NIL	person	sex or gender	Q6581097				https://www.myprimitivemethodists.org.uk/content/people-2/lay-people/surnames-beginning-with-a/thomas_armstrong
TheMusicalTimes__1876-397.txt_2289	, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.	Mr. T. Armstrong	NIL	person	country of citizenship	Q145				https://www.myprimitivemethodists.org.uk/content/people-2/lay-people/surnames-beginning-with-a/thomas_armstrong
TheMusicalTimes__1876-397.txt_2289	, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.	Mr. T. Armstrong	NIL	person	occupation	Q1127270				https://www.myprimitivemethodists.org.uk/content/people-2/lay-people/surnames-beginning-with-a/thomas_armstrong
TheMusicalTimes__1876-397.txt_2289	, Mr. Joseph Skeaf, the president, occupied the chair, Mr. William Laidlaw and Mr. T. Armstrong vicechairmen.	Mr. T. Armstrong	NIL	person	date of birth	1840				https://www.myprimitivemethodists.org.uk/content/people-2/lay-people/surnames-beginning-with-a/thomas_armstrong
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	Mrs. Carmichael	NIL	person	given name	NIL				
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	Mrs. Carmichael	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	Mrs. Carmichael	NIL	person	country of citizenship	NIL				
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	Mrs. Carmichael	NIL	person	occupation	Q29448653	no	yes	yes	Corpus
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	Mrs. Carmichael	NIL	person	date of birth	NIL				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1351	‘Mz. Pezzella,' the pupil of the Padrr Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music.	Mz . Pezzella	NIL	person	given name	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1351	‘Mz. Pezzella,' the pupil of the Padrr Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music.	Mz . Pezzella	NIL	person	sex or gender	Q6581097				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1351	‘Mz. Pezzella,' the pupil of the Padrr Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music.	Mz . Pezzella	NIL	person	country of citizenship	Q38				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1351	‘Mz. Pezzella,' the pupil of the Padrr Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music.	Mz . Pezzella	NIL	person	occupation	Q16031530, Q36834, Q36834				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1351	‘Mz. Pezzella,' the pupil of the Padrr Sabbatini, and the son of the celebrated composer of the same name, guided by the best principles drawn from the sources of literature and art, combines with an immense knowledge of mathematics, profound study in the theory of music.	Mz . Pezzella	NIL	person	date of birth	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1826-029.txt_122	A Word or Two on the Flute, by N. W. James. creececess 53 VIII.	N. W. James	NIL	person	given name	NIL				
TheQuarterlyMusicalMagazineAndReview__1826-029.txt_122	A Word or Two on the Flute, by N. W. James. creececess 53 VIII.	N. W. James	NIL	person	sex or gender	NIL				
TheQuarterlyMusicalMagazineAndReview__1826-029.txt_122	A Word or Two on the Flute, by N. W. James. creececess 53 VIII.	N. W. James	NIL	person	country of citizenship	NIL				
TheQuarterlyMusicalMagazineAndReview__1826-029.txt_122	A Word or Two on the Flute, by N. W. James. creececess 53 VIII.	N. W. James	NIL	person	occupation	Q36834				Corpus
TheQuarterlyMusicalMagazineAndReview__1826-029.txt_122	A Word or Two on the Flute, by N. W. James. creececess 53 VIII.	N. W. James	NIL	person	date of birth	NIL				
TheQuarterlyMusicalMagazineAndReview__1826-029.txt_539	Bolero for One or Two Voices, composed, with -an Accompani‘ment for the Spanish Guitar, by P. Verini 3.	P. Verini	NIL	person	given name	Q827311	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1826-029.txt_539	Bolero for One or Two Voices, composed, with -an Accompani‘ment for the Spanish Guitar, by P. Verini 3.	P. Verini	NIL	person	sex or gender	Q6581097	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1826-029.txt_539	Bolero for One or Two Voices, composed, with -an Accompani‘ment for the Spanish Guitar, by P. Verini 3.	P. Verini	NIL	person	country of citizenship	Q38	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1826-029.txt_539	Bolero for One or Two Voices, composed, with -an Accompani‘ment for the Spanish Guitar, by P. Verini 3.	P. Verini	NIL	person	occupation	Q855091,Q36834	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1826-029.txt_539	Bolero for One or Two Voices, composed, with -an Accompani‘ment for the Spanish Guitar, by P. Verini 3.	P. Verini	NIL	person	date of birth	NIL				
